ID_TRANSACCION;ID_CLIENTE;TIPO_TRANSACCION;MONTO;SALDO_POSTERIOR;CANAL;GEOLOCATION;COMERCIO_CONTRAPARTE;FECHA_HORA
6819;13;PAGO_SERVICIO;-108631;9733848;ATM;-33.4489 -70.6693;SHELL;2025-06-18 18:36
6820;17;TRANSFERENCIA_ENVIADA;-302780;13976605;SUCURSAL;-33.4489 -70.6693;COPEC;2025-03-25 11:44
6821;1;PAGO_SERVICIO;-452723;6619360;ATM;-33.4372 -70.6506;NETFLIX;2025-10-18 20:16
6822;5;GIRO_CAJERO;-91047;6116533;WEB;-33.0472 -71.6127;MOVISTAR;2025-12-25 15:47
6823;4;DEPOSITO;915516;13317392;SUCURSAL;-38.7359 -72.5904;BANCO_CHILE;2025-11-04 17:10
6824;14;PAGO_SERVICIO;-189370;3283456;SUCURSAL;-33.4489 -70.6693;SUPERMERCADO_LIDER;2025-07-07 14:34
6825;13;PAGO_NOMINA;850871;10584719;WEB;-33.4489 -70.6693;MARIA_GONZALEZ;2025-11-28 22:48
6826;15;PAGO_NOMINA;1808441;14644604;ATM;-33.4489 -70.6693;EMPRESA_X;2025-03-11 19:07
6827;22;PAGO_NOMINA;1547969;15105154;WEB;-33.4489 -70.6693;PROVEEDOR_ABC;2025-11-14 14:36
6828;13;PAGO_NOMINA;159029;10743748;WEB;-33.4489 -70.6693;BANCO_CHILE;2025-11-18 09:11
6829;2;TRANSFERENCIA_RECIBIDA;1024106;8260527;ATM;-33.4160 -70.5975;BANCO_CHILE;2025-06-04 08:26
6830;11;GIRO_CAJERO;-236854;10739219;ATM;-33.4489 -70.6693;NETFLIX;2025-01-19 22:13
6831;11;PAGO_NOMINA;1506452;12245671;SUCURSAL;-33.4489 -70.6693;BANCO_CHILE;2025-04-12 09:35
6832;30;COMPRA_COMERCIO;-132377;5803366;ATM;-33.4489 -70.6693;ENEL;2025-09-10 21:06
6833;20;GIRO_CAJERO;-267635;18268091;ATM;-33.4489 -70.6693;UBER;2025-04-21 18:35
6834;3;TRANSFERENCIA_ENVIADA;-359610;100640;ATM;-33.5100 -70.7600;FALABELLA;2025-10-23 09:43
6835;25;PAGO_NOMINA;1038178;14987465;WEB;-33.4489 -70.6693;MARIA_GONZALEZ;2025-05-20 10:00
6836;16;DEPOSITO;1950020;18290625;ATM;-33.4489 -70.6693;CLIENTE_123;2025-01-01 13:10
6837;12;PAGO_SERVICIO;-174350;11218683;APP_MOVIL;-33.4489 -70.6693;SHELL;2025-01-22 18:16
6838;12;DEPOSITO;807878;12026561;ATM;-33.4489 -70.6693;BANCO_CHILE;2025-04-24 17:49
6839;19;GIRO_CAJERO;-3708;7629604;SUCURSAL;-33.4489 -70.6693;SUPERMERCADO_LIDER;2025-09-08 10:15
6840;6;GIRO_CAJERO;-41698;9244022;WEB;-33.0245 -71.5518;AMAZON;2025-04-05 08:32
6841;26;GIRO_CAJERO;-187510;12342386;ATM;-33.4489 -70.6693;AMAZON;2025-01-02 10:21
6842;28;PAGO_NOMINA;1890302;6511134;ATM;-33.4489 -70.6693;BANCO_CHILE;2025-08-28 20:16
6843;26;PAGO_SERVICIO;-275651;12066735;WEB;-33.4489 -70.6693;SUPERMERCADO_LIDER;2025-01-04 15:02
6844;29;TRANSFERENCIA_ENVIADA;-81044;5730079;ATM;-33.4489 -70.6693;SUPERMERCADO_LIDER;2025-01-05 15:39
6845;2;GIRO_CAJERO;-19786;8240741;APP_MOVIL;-33.4160 -70.5975;FALABELLA;2025-12-09 09:02
6846;11;TRANSFERENCIA_RECIBIDA;1940443;14186114;SUCURSAL;-33.4489 -70.6693;BANCO_CHILE;2025-07-09 13:22
6847;2;PAGO_SERVICIO;-194235;8046506;ATM;-33.4160 -70.5975;AGUAS_ANDINAS;2025-01-24 19:14
6848;11;PAGO_SERVICIO;-416307;13769807;ATM;-33.4489 -70.6693;COPEC;2025-03-18 08:56
6849;18;PAGO_NOMINA;909369;14248675;APP_MOVIL;-33.4489 -70.6693;PROVEEDOR_ABC;2025-02-11 21:16
6850;26;PAGO_NOMINA;1006608;13073343;ATM;-33.4489 -70.6693;PROVEEDOR_ABC;2025-07-16 16:16
6851;23;PAGO_SERVICIO;-33117;10000401;SUCURSAL;-33.4489 -70.6693;FALABELLA;2025-10-01 19:24
6852;22;TRANSFERENCIA_ENVIADA;-21720;15083434;ATM;-33.4489 -70.6693;NETFLIX;2025-04-16 21:22
6853;6;COMPRA_COMERCIO;-438903;8805119;SUCURSAL;-33.0245 -71.5518;SHELL;2025-09-09 10:05
6854;28;COMPRA_COMERCIO;-473704;6037430;SUCURSAL;-33.4489 -70.6693;SHELL;2025-01-11 13:10
6855;26;TRANSFERENCIA_ENVIADA;-427247;12646096;APP_MOVIL;-33.4489 -70.6693;FALABELLA;2025-06-05 09:02
6856;1;PAGO_NOMINA;803522;7422882;ATM;-33.4372 -70.6506;PROVEEDOR_ABC;2025-07-22 11:05
6857;2;GIRO_CAJERO;-304604;7741902;APP_MOVIL;-33.4160 -70.5975;AMAZON;2025-10-09 08:36
6858;6;DEPOSITO;1405752;10210871;ATM;-33.0245 -71.5518;EMPRESA_X;2025-01-01 17:56
6859;24;COMPRA_COMERCIO;-243678;9659221;SUCURSAL;-33.4489 -70.6693;COPEC;2025-05-23 16:10
6860;20;TRANSFERENCIA_RECIBIDA;861431;19129522;ATM;-33.4489 -70.6693;MARIA_GONZALEZ;2025-11-06 11:52
6861;18;GIRO_CAJERO;-293883;13954792;APP_MOVIL;-33.4489 -70.6693;SHELL;2025-12-08 08:37
6862;1;TRANSFERENCIA_ENVIADA;-128251;7294631;APP_MOVIL;-33.4372 -70.6506;SUPERMERCADO_LIDER;2025-05-02 21:36
6863;6;GIRO_CAJERO;-345588;9865283;WEB;-33.0245 -71.5518;ENEL;2025-01-06 22:17
6864;9;TRANSFERENCIA_ENVIADA;-32699;9503092;APP_MOVIL;-29.9027 -71.2519;AGUAS_ANDINAS;2025-07-03 09:09
6865;2;PAGO_SERVICIO;-477174;7264728;WEB;-33.4160 -70.5975;SHELL;2025-04-15 14:43
6866;1;TRANSFERENCIA_ENVIADA;-466105;6828526;APP_MOVIL;-33.4372 -70.6506;UBER;2025-06-23 08:39
6867;6;PAGO_SERVICIO;-256475;9608808;ATM;-33.0245 -71.5518;AMAZON;2025-06-07 13:58
6868;13;TRANSFERENCIA_ENVIADA;-379183;10364565;WEB;-33.4489 -70.6693;SUPERMERCADO_LIDER;2025-02-01 18:21
6869;8;DEPOSITO;1838731;9920540;WEB;-23.6509 -70.3975;EMPRESA_X;2025-05-19 12:11
6870;29;TRANSFERENCIA_RECIBIDA;324813;6054892;SUCURSAL;-33.4489 -70.6693;JUAN_PEREZ;2025-07-09 19:30
6871;24;GIRO_CAJERO;-107035;9552186;ATM;-33.4489 -70.6693;NETFLIX;2025-07-17 20:58
6872;24;PAGO_NOMINA;81394;9633580;SUCURSAL;-33.4489 -70.6693;BANCO_CHILE;2025-12-03 17:31
6873;1;PAGO_NOMINA;1786239;8614765;SUCURSAL;-33.4372 -70.6506;CLIENTE_123;2025-08-11 15:41
6874;17;TRANSFERENCIA_ENVIADA;-167996;13808609;SUCURSAL;-33.4489 -70.6693;NETFLIX;2025-06-03 21:31
6875;9;TRANSFERENCIA_RECIBIDA;1953647;11456739;ATM;-29.9027 -71.2519;CLIENTE_123;2025-06-25 15:05
6876;1;GIRO_CAJERO;-103841;8510924;ATM;-33.4372 -70.6506;AGUAS_ANDINAS;2025-09-28 15:18
6877;20;TRANSFERENCIA_ENVIADA;-466253;18663269;APP_MOVIL;-33.4489 -70.6693;FALABELLA;2025-03-17 12:01
6878;14;PAGO_SERVICIO;-231560;3051896;WEB;-33.4489 -70.6693;UBER;2025-11-04 18:15
6879;5;DEPOSITO;336196;6452729;ATM;-33.0472 -71.6127;CLIENTE_123;2025-03-24 22:12
6880;3;DEPOSITO;496508;597148;ATM;-33.5100 -70.7600;PROVEEDOR_ABC;2025-12-27 08:39
6881;17;TRANSFERENCIA_ENVIADA;-147584;13661025;WEB;-33.4489 -70.6693;UBER;2025-05-04 11:40
6882;12;TRANSFERENCIA_ENVIADA;-361385;11665176;WEB;-33.4489 -70.6693;SUPERMERCADO_LIDER;2025-01-10 21:33
6883;1;PAGO_NOMINA;476129;8987053;SUCURSAL;-33.4372 -70.6506;JUAN_PEREZ;2025-12-27 19:46
6884;10;PAGO_SERVICIO;-305614;9485094;ATM;-36.8201 -73.0444;SUPERMERCADO_LIDER;2025-01-08 22:57
6885;13;COMPRA_COMERCIO;-309653;10054912;WEB;-33.4489 -70.6693;FALABELLA;2025-07-27 14:47
6886;10;COMPRA_COMERCIO;-311011;9174083;ATM;-36.8201 -73.0444;UBER;2025-03-04 08:35
6887;21;COMPRA_COMERCIO;-163393;4011551;WEB;-33.4489 -70.6693;NETFLIX;2025-04-25 11:05
6888;18;COMPRA_COMERCIO;-278731;13676061;ATM;-33.4489 -70.6693;FALABELLA;2025-03-05 17:30
6889;10;COMPRA_COMERCIO;-373774;8800309;ATM;-36.8201 -73.0444;SHELL;2025-07-24 08:00
6890;20;COMPRA_COMERCIO;-366374;18296895;WEB;-33.4489 -70.6693;FALABELLA;2025-12-05 13:27
6891;25;GIRO_CAJERO;-4150;14983315;ATM;-33.4489 -70.6693;AGUAS_ANDINAS;2025-08-19 10:21
6892;28;TRANSFERENCIA_ENVIADA;-124715;5912715;SUCURSAL;-33.4489 -70.6693;ENEL;2025-11-08 09:35
6893;30;PAGO_SERVICIO;-181285;5622081;WEB;-33.4489 -70.6693;MOVISTAR;2025-05-17 09:17
6894;18;COMPRA_COMERCIO;-374143;13301918;WEB;-33.4489 -70.6693;ENEL;2025-12-13 17:40
6895;25;TRANSFERENCIA_RECIBIDA;1355078;16338393;ATM;-33.4489 -70.6693;PROVEEDOR_ABC;2025-07-10 20:50
6896;2;GIRO_CAJERO;-393132;6871596;SUCURSAL;-33.4160 -70.5975;SHELL;2025-05-24 10:01
6897;7;PAGO_NOMINA;1039008;6896618;SUCURSAL;-34.1708 -70.7444;CLIENTE_123;2025-01-10 13:42
6898;23;DEPOSITO;259742;10260143;WEB;-33.4489 -70.6693;MARIA_GONZALEZ;2025-11-19 21:46
6899;22;DEPOSITO;312924;15396358;SUCURSAL;-33.4489 -70.6693;EMPRESA_X;2025-11-11 16:58
6900;16;PAGO_SERVICIO;-388390;17902235;APP_MOVIL;-33.4489 -70.6693;SHELL;2025-07-08 13:36
6901;19;TRANSFERENCIA_ENVIADA;-421523;7208081;SUCURSAL;-33.4489 -70.6693;AMAZON;2025-09-20 10:24
6902;7;PAGO_NOMINA;1318215;8214833;SUCURSAL;-34.1708 -70.7444;JUAN_PEREZ;2025-04-17 12:43
6903;23;PAGO_SERVICIO;-124822;10135321;APP_MOVIL;-33.4489 -70.6693;FALABELLA;2025-09-25 10:45
6904;11;TRANSFERENCIA_RECIBIDA;1919153;15688960;ATM;-33.4489 -70.6693;MARIA_GONZALEZ;2025-12-20 17:19
6905;6;TRANSFERENCIA_RECIBIDA;946718;10555526;WEB;-33.0245 -71.5518;BANCO_CHILE;2025-06-22 10:45
6906;13;PAGO_SERVICIO;-394679;9660233;WEB;-33.4489 -70.6693;MOVISTAR;2025-09-02 09:31
6907;21;DEPOSITO;586955;4598506;ATM;-33.4489 -70.6693;BANCO_CHILE;2025-02-02 09:57
6908;16;COMPRA_COMERCIO;-212224;17690011;WEB;-33.4489 -70.6693;SUPERMERCADO_LIDER;2025-05-24 11:04
6909;19;GIRO_CAJERO;-311355;6896726;WEB;-33.4489 -70.6693;UBER;2025-11-14 10:09
6910;25;PAGO_SERVICIO;-416483;15921910;APP_MOVIL;-33.4489 -70.6693;AGUAS_ANDINAS;2025-08-13 19:41
6911;20;TRANSFERENCIA_ENVIADA;-323014;17973881;APP_MOVIL;-33.4489 -70.6693;SHELL;2025-08-27 14:50
6912;17;PAGO_NOMINA;143996;13805021;APP_MOVIL;-33.4489 -70.6693;PROVEEDOR_ABC;2025-11-22 19:49
6913;5;TRANSFERENCIA_RECIBIDA;1788974;8241703;SUCURSAL;-33.0472 -71.6127;EMPRESA_X;2025-10-10 10:30
6914;28;PAGO_NOMINA;663596;6576311;APP_MOVIL;-33.4489 -70.6693;JUAN_PEREZ;2025-06-28 14:47
6915;8;PAGO_NOMINA;1482472;11403012;SUCURSAL;-23.6509 -70.3975;JUAN_PEREZ;2025-05-11 17:15
6916;11;TRANSFERENCIA_ENVIADA;-406474;15282486;WEB;-33.4489 -70.6693;UBER;2025-07-17 12:35
6917;20;TRANSFERENCIA_RECIBIDA;111081;18084962;APP_MOVIL;-33.4489 -70.6693;PROVEEDOR_ABC;2025-11-15 20:08
6918;4;COMPRA_COMERCIO;-103881;13213511;APP_MOVIL;-38.7359 -72.5904;SUPERMERCADO_LIDER;2025-02-11 13:35
6919;6;TRANSFERENCIA_ENVIADA;-370836;10184690;WEB;-33.0245 -71.5518;SHELL;2025-03-20 11:20
6920;25;GIRO_CAJERO;-79485;15842425;ATM;-33.4489 -70.6693;UBER;2025-07-17 08:05
6921;19;GIRO_CAJERO;-262181;6634545;APP_MOVIL;-33.4489 -70.6693;SHELL;2025-01-21 14:25
6922;20;PAGO_SERVICIO;-345475;17739487;APP_MOVIL;-33.4489 -70.6693;NETFLIX;2025-03-18 15:07
6923;17;COMPRA_COMERCIO;-102444;13702577;ATM;-33.4489 -70.6693;NETFLIX;2025-02-11 17:35
6924;2;GIRO_CAJERO;-8662;6862934;ATM;-33.4160 -70.5975;COPEC;2025-01-19 12:00
6925;10;PAGO_NOMINA;1459556;10259865;ATM;-36.8201 -73.0444;PROVEEDOR_ABC;2025-12-22 16:12
6926;13;DEPOSITO;778635;10438868;ATM;-33.4489 -70.6693;CLIENTE_123;2025-04-10 17:29
6927;16;GIRO_CAJERO;-163591;17526420;SUCURSAL;-33.4489 -70.6693;MOVISTAR;2025-10-02 22:57
6928;3;PAGO_SERVICIO;-248113;349035;SUCURSAL;-33.5100 -70.7600;ENEL;2025-04-26 08:57
6929;7;TRANSFERENCIA_RECIBIDA;980708;9195541;APP_MOVIL;-34.1708 -70.7444;CLIENTE_123;2025-10-25 22:06
6930;27;COMPRA_COMERCIO;-167049;120294;APP_MOVIL;-33.4489 -70.6693;NETFLIX;2025-08-22 15:22
6931;26;TRANSFERENCIA_ENVIADA;-176422;12469674;WEB;-33.4489 -70.6693;AGUAS_ANDINAS;2025-08-08 09:27
6932;22;PAGO_SERVICIO;-5058;15391300;APP_MOVIL;-33.4489 -70.6693;AGUAS_ANDINAS;2025-04-09 13:23
6933;3;PAGO_SERVICIO;-159854;189181;WEB;-33.5100 -70.7600;NETFLIX;2025-07-15 21:35
6934;30;GIRO_CAJERO;-491584;5130497;ATM;-33.4489 -70.6693;AGUAS_ANDINAS;2025-11-09 16:19
6935;21;PAGO_NOMINA;1460514;6059020;APP_MOVIL;-33.4489 -70.6693;EMPRESA_X;2025-09-04 19:46
6936;10;PAGO_SERVICIO;-431417;9828448;WEB;-36.8201 -73.0444;AGUAS_ANDINAS;2025-11-09 11:46
6937;4;TRANSFERENCIA_ENVIADA;-80973;13132538;ATM;-38.7359 -72.5904;AMAZON;2025-06-19 21:08
6938;8;GIRO_CAJERO;-142703;11260309;WEB;-23.6509 -70.3975;COPEC;2025-02-18 13:00
6939;11;GIRO_CAJERO;-121964;15160522;SUCURSAL;-33.4489 -70.6693;MOVISTAR;2025-12-01 13:17
6940;10;COMPRA_COMERCIO;-254409;9574039;ATM;-36.8201 -73.0444;COPEC;2025-03-23 22:12
6941;29;TRANSFERENCIA_ENVIADA;-102925;5951967;ATM;-33.4489 -70.6693;COPEC;2025-07-16 21:46
6942;4;COMPRA_COMERCIO;-7594;13124944;APP_MOVIL;-38.7359 -72.5904;NETFLIX;2025-02-21 08:51
6943;21;COMPRA_COMERCIO;-285094;5773926;WEB;-33.4489 -70.6693;UBER;2025-05-08 13:59
6944;6;PAGO_SERVICIO;-497628;9687062;SUCURSAL;-33.0245 -71.5518;COPEC;2025-10-28 08:30
6945;23;TRANSFERENCIA_ENVIADA;-186123;9949198;APP_MOVIL;-33.4489 -70.6693;UBER;2025-11-13 09:12
6946;1;GIRO_CAJERO;-385690;8601363;APP_MOVIL;-33.4372 -70.6506;MOVISTAR;2025-05-24 11:47
6947;16;GIRO_CAJERO;-397255;17129165;ATM;-33.4489 -70.6693;AGUAS_ANDINAS;2025-08-11 19:04
6948;30;PAGO_SERVICIO;-444868;4685629;SUCURSAL;-33.4489 -70.6693;ENEL;2025-12-22 21:21
6949;19;PAGO_NOMINA;1582863;8217408;ATM;-33.4489 -70.6693;EMPRESA_X;2025-08-16 21:46
6950;24;GIRO_CAJERO;-434718;9198862;SUCURSAL;-33.4489 -70.6693;SUPERMERCADO_LIDER;2025-04-03 11:14
6951;15;GIRO_CAJERO;-367751;14276853;SUCURSAL;-33.4489 -70.6693;SHELL;2025-11-12 10:42
6952;1;DEPOSITO;1842748;10444111;SUCURSAL;-33.4372 -70.6506;BANCO_CHILE;2025-05-21 18:56
6953;1;PAGO_NOMINA;821645;11265756;SUCURSAL;-33.4372 -70.6506;MARIA_GONZALEZ;2025-02-02 14:53
6954;21;COMPRA_COMERCIO;-189438;5584488;WEB;-33.4489 -70.6693;MOVISTAR;2025-09-12 19:29
6955;22;PAGO_SERVICIO;-331633;15059667;SUCURSAL;-33.4489 -70.6693;SHELL;2025-07-27 14:47
6956;17;PAGO_SERVICIO;-139501;13563076;APP_MOVIL;-33.4489 -70.6693;NETFLIX;2025-01-01 13:36
6957;4;PAGO_NOMINA;920729;14045673;APP_MOVIL;-38.7359 -72.5904;CLIENTE_123;2025-05-17 11:52
6958;7;PAGO_NOMINA;1179044;10374585;APP_MOVIL;-34.1708 -70.7444;PROVEEDOR_ABC;2025-04-01 16:19
6959;13;COMPRA_COMERCIO;-304064;10134804;ATM;-33.4489 -70.6693;AGUAS_ANDINAS;2025-08-14 19:33
6960;11;PAGO_NOMINA;451777;15612299;ATM;-33.4489 -70.6693;PROVEEDOR_ABC;2025-02-07 21:31
6961;24;TRANSFERENCIA_ENVIADA;-303990;8894872;APP_MOVIL;-33.4489 -70.6693;SUPERMERCADO_LIDER;2025-08-15 10:55
6962;1;TRANSFERENCIA_ENVIADA;-488848;10776908;ATM;-33.4372 -70.6506;SHELL;2025-03-14 10:17
6963;14;PAGO_SERVICIO;-204893;2847003;WEB;-33.4489 -70.6693;SHELL;2025-05-09 10:12
6964;8;COMPRA_COMERCIO;-404892;10855417;ATM;-23.6509 -70.3975;UBER;2025-08-25 10:31
6965;22;PAGO_SERVICIO;-250870;14808797;ATM;-33.4489 -70.6693;SUPERMERCADO_LIDER;2025-12-03 09:59
6966;11;TRANSFERENCIA_ENVIADA;-179721;15432578;APP_MOVIL;-33.4489 -70.6693;SUPERMERCADO_LIDER;2025-04-19 21:17
6967;15;PAGO_SERVICIO;-350381;13926472;ATM;-33.4489 -70.6693;MOVISTAR;2025-10-10 21:28
6968;17;TRANSFERENCIA_ENVIADA;-303263;13259813;ATM;-33.4489 -70.6693;MOVISTAR;2025-09-16 09:03
6969;4;PAGO_SERVICIO;-383919;13661754;ATM;-38.7359 -72.5904;AMAZON;2025-08-01 15:49
6970;24;COMPRA_COMERCIO;-453340;8441532;SUCURSAL;-33.4489 -70.6693;COPEC;2025-10-01 11:54
6971;9;TRANSFERENCIA_RECIBIDA;1963785;13420524;ATM;-29.9027 -71.2519;CLIENTE_123;2025-06-11 09:58
6972;14;DEPOSITO;456257;3303260;APP_MOVIL;-33.4489 -70.6693;EMPRESA_X;2025-05-11 17:52
6973;28;DEPOSITO;296519;6872830;APP_MOVIL;-33.4489 -70.6693;MARIA_GONZALEZ;2025-12-10 17:12
6974;10;PAGO_NOMINA;520738;10094777;ATM;-36.8201 -73.0444;BANCO_CHILE;2025-08-14 15:36
6975;9;PAGO_NOMINA;1381953;14802477;SUCURSAL;-29.9027 -71.2519;EMPRESA_X;2025-05-26 14:53
6976;4;TRANSFERENCIA_RECIBIDA;1518363;15180117;APP_MOVIL;-38.7359 -72.5904;EMPRESA_X;2025-03-20 09:46
6977;28;PAGO_SERVICIO;-167300;6705530;WEB;-33.4489 -70.6693;NETFLIX;2025-10-25 19:27
6978;26;PAGO_SERVICIO;-346314;12123360;WEB;-33.4489 -70.6693;FALABELLA;2025-01-19 14:48
6979;15;DEPOSITO;533118;14459590;SUCURSAL;-33.4489 -70.6693;CLIENTE_123;2025-03-25 14:48
6980;24;DEPOSITO;287695;8729227;ATM;-33.4489 -70.6693;EMPRESA_X;2025-10-05 17:38
6981;10;DEPOSITO;1466281;11561058;WEB;-36.8201 -73.0444;MARIA_GONZALEZ;2025-10-12 20:14
6982;22;TRANSFERENCIA_RECIBIDA;993788;15802585;SUCURSAL;-33.4489 -70.6693;JUAN_PEREZ;2025-03-19 15:50
6983;27;DEPOSITO;660645;780939;WEB;-33.4489 -70.6693;BANCO_CHILE;2025-06-25 11:47
6984;12;COMPRA_COMERCIO;-95728;11569448;ATM;-33.4489 -70.6693;SUPERMERCADO_LIDER;2025-11-16 08:14
6985;28;PAGO_SERVICIO;-368757;6336773;SUCURSAL;-33.4489 -70.6693;AGUAS_ANDINAS;2025-10-14 20:42
6986;15;TRANSFERENCIA_RECIBIDA;125846;14585436;APP_MOVIL;-33.4489 -70.6693;EMPRESA_X;2025-02-08 15:13
6987;12;GIRO_CAJERO;-349235;11220213;APP_MOVIL;-33.4489 -70.6693;AGUAS_ANDINAS;2025-03-05 21:02
6988;7;GIRO_CAJERO;-205179;10169406;ATM;-34.1708 -70.7444;COPEC;2025-08-05 13:45
6989;21;DEPOSITO;53152;5637640;WEB;-33.4489 -70.6693;PROVEEDOR_ABC;2025-03-24 15:15
6990;12;DEPOSITO;751513;11971726;WEB;-33.4489 -70.6693;PROVEEDOR_ABC;2025-01-17 11:24
6991;18;TRANSFERENCIA_RECIBIDA;927291;14229209;WEB;-33.4489 -70.6693;EMPRESA_X;2025-07-03 11:31
6992;18;DEPOSITO;92679;14321888;ATM;-33.4489 -70.6693;JUAN_PEREZ;2025-04-04 13:00
6993;15;DEPOSITO;1132020;15717456;WEB;-33.4489 -70.6693;CLIENTE_123;2025-04-06 08:04
6994;6;TRANSFERENCIA_RECIBIDA;1976039;11663101;SUCURSAL;-33.0245 -71.5518;MARIA_GONZALEZ;2025-03-13 17:56
6995;29;TRANSFERENCIA_ENVIADA;-259600;5692367;APP_MOVIL;-33.4489 -70.6693;MOVISTAR;2025-07-04 19:36
6996;5;TRANSFERENCIA_RECIBIDA;964754;9206457;ATM;-33.0472 -71.6127;BANCO_CHILE;2025-08-07 14:36
6997;3;COMPRA_COMERCIO;-165908;23273;APP_MOVIL;-33.5100 -70.7600;AGUAS_ANDINAS;2025-09-09 13:48
6998;27;TRANSFERENCIA_RECIBIDA;158896;939835;APP_MOVIL;-33.4489 -70.6693;EMPRESA_X;2025-01-03 14:52
6999;11;PAGO_NOMINA;1517843;16950421;ATM;-33.4489 -70.6693;MARIA_GONZALEZ;2025-01-10 12:34
7000;24;TRANSFERENCIA_ENVIADA;-267121;8462106;ATM;-33.4489 -70.6693;COPEC;2025-06-19 09:19
7001;25;TRANSFERENCIA_ENVIADA;-363351;15479074;SUCURSAL;-33.4489 -70.6693;NETFLIX;2025-12-08 13:51
7002;25;PAGO_SERVICIO;-64899;15414175;APP_MOVIL;-33.4489 -70.6693;AGUAS_ANDINAS;2025-09-14 08:57
7003;8;TRANSFERENCIA_ENVIADA;-199663;10655754;ATM;-23.6509 -70.3975;SHELL;2025-03-26 17:53
7004;25;TRANSFERENCIA_RECIBIDA;1973681;17387856;WEB;-33.4489 -70.6693;PROVEEDOR_ABC;2025-03-18 22:57
7005;17;COMPRA_COMERCIO;-303579;12956234;WEB;-33.4489 -70.6693;SUPERMERCADO_LIDER;2025-02-21 19:16
7006;12;COMPRA_COMERCIO;-442231;11529495;ATM;-33.4489 -70.6693;COPEC;2025-06-05 12:46
7007;12;COMPRA_COMERCIO;-109818;11419677;ATM;-33.4489 -70.6693;ENEL;2025-02-03 17:42
7008;10;TRANSFERENCIA_RECIBIDA;677983;12239041;APP_MOVIL;-36.8201 -73.0444;EMPRESA_X;2025-10-13 14:37
7009;16;TRANSFERENCIA_ENVIADA;-394284;16734881;WEB;-33.4489 -70.6693;SUPERMERCADO_LIDER;2025-01-28 18:32
7010;2;COMPRA_COMERCIO;-356554;6506380;APP_MOVIL;-33.4160 -70.5975;AMAZON;2025-12-15 09:26
7011;26;PAGO_SERVICIO;-59238;12064122;ATM;-33.4489 -70.6693;SHELL;2025-03-03 16:48
7012;22;TRANSFERENCIA_ENVIADA;-306311;15496274;SUCURSAL;-33.4489 -70.6693;FALABELLA;2025-11-20 13:15
7013;16;TRANSFERENCIA_ENVIADA;-156610;16578271;SUCURSAL;-33.4489 -70.6693;FALABELLA;2025-10-23 10:41
7014;9;GIRO_CAJERO;-151896;14650581;APP_MOVIL;-29.9027 -71.2519;NETFLIX;2025-10-16 11:02
7015;11;PAGO_NOMINA;1984498;18934919;APP_MOVIL;-33.4489 -70.6693;BANCO_CHILE;2025-11-11 12:33
7016;14;PAGO_SERVICIO;-140733;3162527;WEB;-33.4489 -70.6693;COPEC;2025-06-14 09:08
7017;30;GIRO_CAJERO;-103241;4582388;SUCURSAL;-33.4489 -70.6693;COPEC;2025-10-11 12:42
7018;4;DEPOSITO;1943429;17123546;APP_MOVIL;-38.7359 -72.5904;BANCO_CHILE;2025-03-21 10:11
7019;8;PAGO_SERVICIO;-48524;10607230;ATM;-23.6509 -70.3975;AGUAS_ANDINAS;2025-04-27 18:00
7020;23;TRANSFERENCIA_ENVIADA;-111309;9837889;APP_MOVIL;-33.4489 -70.6693;AGUAS_ANDINAS;2025-04-02 08:52
7021;23;TRANSFERENCIA_RECIBIDA;67610;9905499;SUCURSAL;-33.4489 -70.6693;BANCO_CHILE;2025-03-07 16:43
7022;14;COMPRA_COMERCIO;-418148;2744379;SUCURSAL;-33.4489 -70.6693;SUPERMERCADO_LIDER;2025-05-07 13:50
7023;13;TRANSFERENCIA_ENVIADA;-194337;9940467;SUCURSAL;-33.4489 -70.6693;NETFLIX;2025-10-25 21:24
7024;21;COMPRA_COMERCIO;-294779;5342861;APP_MOVIL;-33.4489 -70.6693;ENEL;2025-04-17 12:52
7025;8;TRANSFERENCIA_RECIBIDA;1969075;12576305;SUCURSAL;-23.6509 -70.3975;CLIENTE_123;2025-01-12 14:01
7026;9;PAGO_SERVICIO;-238724;14411857;WEB;-29.9027 -71.2519;UBER;2025-10-11 13:44
7027;16;COMPRA_COMERCIO;-271334;16306937;ATM;-33.4489 -70.6693;FALABELLA;2025-08-19 22:49
7028;14;DEPOSITO;1033502;3777881;WEB;-33.4489 -70.6693;EMPRESA_X;2025-05-20 15:46
7029;13;DEPOSITO;57893;9998360;ATM;-33.4489 -70.6693;EMPRESA_X;2025-08-21 18:05
7030;5;PAGO_SERVICIO;-258986;8947471;ATM;-33.0472 -71.6127;SHELL;2025-12-17 14:37
7031;19;COMPRA_COMERCIO;-187649;8029759;SUCURSAL;-33.4489 -70.6693;ENEL;2025-06-15 10:09
7032;25;COMPRA_COMERCIO;-198266;17189590;WEB;-33.4489 -70.6693;FALABELLA;2025-05-19 16:00
7033;10;TRANSFERENCIA_ENVIADA;-455390;11783651;APP_MOVIL;-36.8201 -73.0444;FALABELLA;2025-12-03 15:10
7034;17;COMPRA_COMERCIO;-457022;12499212;APP_MOVIL;-33.4489 -70.6693;FALABELLA;2025-07-11 22:23
7035;15;PAGO_SERVICIO;-490085;15227371;WEB;-33.4489 -70.6693;AMAZON;2025-01-05 09:41
