ID_TRANSACCION;ID_CLIENTE;TIPO_TRANSACCION;MONTO;CANAL;COMERCIO_CONTRAPARTE;FECHA
5318;30;DEPOSITO;632308;ATM;MARIA_GONZALEZ;2025-08-17
5319;25;GIRO_CAJERO;-401119;APP_MOVIL;AMAZON;2025-09-18
5320;12;TRANSFERENCIA_RECIBIDA;162780;APP_MOVIL;MARIA_GONZALEZ;2025-06-25
5321;13;PAGO_NOMINA;1723868;WEB;BANCO_ESTADO;2025-05-13
5322;9;PAGO_SERVICIO;-651900;ATM;AGUAS_ANDINAS;2025-04-21
5323;18;TRANSFERENCIA_RECIBIDA;153574;APP_MOVIL;CLIENTE_123;2025-03-14
5324;16;TRANSFERENCIA_ENVIADA;-625546;SUCURSAL;SUPERMERCADO_LIDER;2025-06-19
5325;4;PAGO_NOMINA;1252459;WEB;BANCO_ESTADO;2025-03-12
5326;21;GIRO_CAJERO;-408392;SUCURSAL;AMAZON;2025-01-07
5327;22;TRANSFERENCIA_ENVIADA;-557684;ATM;COPEC;2025-01-07
5328;10;PAGO_SERVICIO;-770134;APP_MOVIL;UBER;2025-03-21
5329;11;PAGO_SERVICIO;-739628;ATM;UBER;2025-04-20
5330;14;COMPRA_COMERCIO;-385284;WEB;COPEC;2025-12-04
5331;4;TRANSFERENCIA_ENVIADA;-327752;APP_MOVIL;SHELL;2025-01-24
5332;27;TRANSFERENCIA_RECIBIDA;1561223;SUCURSAL;BANCO_CHILE;2025-01-25
5333;7;COMPRA_COMERCIO;-125754;ATM;MOVISTAR;2025-04-17
5334;30;TRANSFERENCIA_RECIBIDA;196708;WEB;JUAN_PEREZ;2025-08-24
5335;20;COMPRA_COMERCIO;-54062;APP_MOVIL;AGUAS_ANDINAS;2025-11-27
5336;12;COMPRA_COMERCIO;-292209;ATM;AMAZON;2025-05-28
5337;4;DEPOSITO;1211595;APP_MOVIL;PROVEEDOR_ABC;2025-06-04
5338;5;PAGO_NOMINA;232480;ATM;JUAN_PEREZ;2025-10-16
5339;6;PAGO_NOMINA;361332;ATM;EMPRESA_Y;2025-04-25
5340;6;COMPRA_COMERCIO;-702045;APP_MOVIL;NETFLIX;2025-05-05
5341;14;PAGO_NOMINA;1083047;SUCURSAL;JUAN_PEREZ;2025-07-16
5342;26;PAGO_SERVICIO;-289466;APP_MOVIL;FALABELLA;2025-10-02
5343;7;PAGO_SERVICIO;-278046;APP_MOVIL;NETFLIX;2025-09-18
5344;12;TRANSFERENCIA_ENVIADA;-533090;WEB;AMAZON;2025-10-17
5345;27;COMPRA_COMERCIO;-526090;WEB;AGUAS_ANDINAS;2025-08-03
5346;24;TRANSFERENCIA_ENVIADA;-464459;ATM;COPEC;2025-03-25
5347;21;PAGO_NOMINA;736483;ATM;EMPRESA_Y;2025-02-13
5348;10;DEPOSITO;1458203;ATM;EMPRESA_Y;2025-12-06
5349;23;GIRO_CAJERO;-129188;SUCURSAL;UBER;2025-08-01
5350;17;TRANSFERENCIA_RECIBIDA;2028860;APP_MOVIL;CLIENTE_123;2025-09-23
5351;12;GIRO_CAJERO;-754732;ATM;UBER;2025-04-09
5352;15;PAGO_SERVICIO;-754997;ATM;UBER;2025-01-03
5353;11;PAGO_NOMINA;1795072;ATM;BANCO_CHILE;2025-02-25
5354;8;PAGO_SERVICIO;-503014;ATM;SHELL;2025-04-02
5355;23;PAGO_NOMINA;2157994;WEB;EMPRESA_Y;2025-05-01
5356;9;TRANSFERENCIA_ENVIADA;-763802;APP_MOVIL;NETFLIX;2025-12-23
5357;10;GIRO_CAJERO;-742913;ATM;FALABELLA;2025-12-18
5358;22;PAGO_NOMINA;877894;APP_MOVIL;BANCO_ESTADO;2025-07-05
5359;20;PAGO_SERVICIO;-409518;WEB;AMAZON;2025-04-01
5360;1;TRANSFERENCIA_RECIBIDA;771268;ATM;MARIA_GONZALEZ;2025-05-06
5361;20;TRANSFERENCIA_RECIBIDA;1672935;SUCURSAL;MARIA_GONZALEZ;2025-10-28
5362;7;PAGO_NOMINA;260718;APP_MOVIL;MARIA_GONZALEZ;2025-09-02
5363;14;DEPOSITO;2306803;APP_MOVIL;BANCO_CHILE;2025-06-08
5364;24;DEPOSITO;1905187;ATM;BANCO_CHILE;2025-07-25
5365;23;COMPRA_COMERCIO;-70307;ATM;MOVISTAR;2025-11-17
5366;28;TRANSFERENCIA_RECIBIDA;2499782;APP_MOVIL;BANCO_ESTADO;2025-09-24
5367;21;PAGO_SERVICIO;-700858;SUCURSAL;MOVISTAR;2025-01-07
5368;25;DEPOSITO;1980126;SUCURSAL;MARIA_GONZALEZ;2025-06-04
5369;13;TRANSFERENCIA_RECIBIDA;1644519;SUCURSAL;MARIA_GONZALEZ;2025-08-28
5370;5;COMPRA_COMERCIO;-346309;ATM;SUPERMERCADO_LIDER;2025-11-11
5371;19;TRANSFERENCIA_RECIBIDA;2431495;SUCURSAL;MARIA_GONZALEZ;2025-02-15
5372;30;PAGO_SERVICIO;-547217;SUCURSAL;AMAZON;2025-11-26
5373;21;TRANSFERENCIA_RECIBIDA;909788;APP_MOVIL;JUAN_PEREZ;2025-12-01
5374;30;COMPRA_COMERCIO;-391626;APP_MOVIL;COPEC;2025-08-19
5375;22;DEPOSITO;309130;WEB;JUAN_PEREZ;2025-03-04
5376;6;DEPOSITO;435911;APP_MOVIL;BANCO_ESTADO;2025-01-19
5377;10;COMPRA_COMERCIO;-341369;SUCURSAL;SUPERMERCADO_LIDER;2025-01-21
5378;22;COMPRA_COMERCIO;-115371;ATM;AMAZON;2025-08-18
5379;26;COMPRA_COMERCIO;-50941;APP_MOVIL;SHELL;2025-12-01
5380;16;COMPRA_COMERCIO;-323076;SUCURSAL;AGUAS_ANDINAS;2025-12-04
5381;3;COMPRA_COMERCIO;-338570;SUCURSAL;AMAZON;2025-08-03
5382;3;GIRO_CAJERO;-576722;SUCURSAL;FALABELLA;2025-01-11
5383;27;COMPRA_COMERCIO;-701372;ATM;NETFLIX;2025-07-26
5384;10;TRANSFERENCIA_ENVIADA;-719913;ATM;UBER;2025-03-28
5385;26;PAGO_NOMINA;412632;APP_MOVIL;JUAN_PEREZ;2025-02-12
5386;4;GIRO_CAJERO;-632123;WEB;FALABELLA;2025-06-12
5387;17;TRANSFERENCIA_RECIBIDA;288488;ATM;CLIENTE_123;2025-07-11
5388;28;PAGO_NOMINA;215122;WEB;EMPRESA_Y;2025-12-18
5389;2;GIRO_CAJERO;-578395;APP_MOVIL;NETFLIX;2025-05-12
5390;6;TRANSFERENCIA_ENVIADA;-676519;WEB;FALABELLA;2025-10-22
5391;17;TRANSFERENCIA_ENVIADA;-615651;SUCURSAL;AGUAS_ANDINAS;2025-07-28
5392;17;DEPOSITO;753712;APP_MOVIL;BANCO_ESTADO;2025-09-02
5393;25;TRANSFERENCIA_RECIBIDA;1857160;SUCURSAL;MARIA_GONZALEZ;2025-07-22
5394;7;COMPRA_COMERCIO;-709702;WEB;COPEC;2025-11-02
5395;5;COMPRA_COMERCIO;-260257;APP_MOVIL;ENEL;2025-07-12
5396;11;DEPOSITO;499529;ATM;PROVEEDOR_ABC;2025-07-02
5397;22;GIRO_CAJERO;-529008;SUCURSAL;MOVISTAR;2025-11-20
5398;9;TRANSFERENCIA_RECIBIDA;1652222;SUCURSAL;MARIA_GONZALEZ;2025-03-27
5399;4;DEPOSITO;1434551;SUCURSAL;BANCO_ESTADO;2025-02-19
5400;25;TRANSFERENCIA_RECIBIDA;1756975;SUCURSAL;BANCO_ESTADO;2025-04-18
5401;7;TRANSFERENCIA_RECIBIDA;1444677;SUCURSAL;CLIENTE_123;2025-11-17
5402;30;COMPRA_COMERCIO;-39781;ATM;COPEC;2025-01-28
5403;18;PAGO_SERVICIO;-388917;SUCURSAL;COPEC;2025-04-16
5404;3;TRANSFERENCIA_ENVIADA;-398073;SUCURSAL;UBER;2025-12-26
5405;16;PAGO_NOMINA;1025420;WEB;BANCO_ESTADO;2025-08-27
5406;7;TRANSFERENCIA_RECIBIDA;1231754;ATM;JUAN_PEREZ;2025-02-12
5407;2;PAGO_NOMINA;2293519;ATM;JUAN_PEREZ;2025-01-27
5408;11;TRANSFERENCIA_RECIBIDA;357441;ATM;EMPRESA_X;2025-10-01
5409;26;TRANSFERENCIA_RECIBIDA;1827235;APP_MOVIL;BANCO_ESTADO;2025-07-15
5410;14;PAGO_SERVICIO;-202210;APP_MOVIL;ENEL;2025-03-11
5411;22;PAGO_SERVICIO;-770283;WEB;AGUAS_ANDINAS;2025-08-06
5412;27;DEPOSITO;1942405;ATM;CLIENTE_123;2025-03-06
5413;17;COMPRA_COMERCIO;-666208;WEB;ENEL;2025-07-02
5414;16;COMPRA_COMERCIO;-24463;SUCURSAL;NETFLIX;2025-01-06
5415;12;PAGO_NOMINA;779443;WEB;BANCO_CHILE;2025-12-21
5416;8;TRANSFERENCIA_ENVIADA;-559703;APP_MOVIL;COPEC;2025-02-20
5417;8;COMPRA_COMERCIO;-656314;APP_MOVIL;SUPERMERCADO_LIDER;2025-12-10
5418;26;DEPOSITO;1705121;WEB;MARIA_GONZALEZ;2025-08-26
5419;29;GIRO_CAJERO;-493783;APP_MOVIL;SUPERMERCADO_LIDER;2025-08-24
5420;8;GIRO_CAJERO;-706980;ATM;NETFLIX;2025-10-02
5421;9;TRANSFERENCIA_RECIBIDA;2385032;APP_MOVIL;BANCO_ESTADO;2025-08-01
5422;19;TRANSFERENCIA_ENVIADA;-525974;WEB;SHELL;2025-02-02
5423;6;COMPRA_COMERCIO;-320505;SUCURSAL;AGUAS_ANDINAS;2025-06-08
5424;18;GIRO_CAJERO;-537310;APP_MOVIL;SUPERMERCADO_LIDER;2025-05-03
5425;22;PAGO_NOMINA;1351440;WEB;PROVEEDOR_ABC;2025-06-10
5426;1;PAGO_NOMINA;574187;ATM;EMPRESA_Y;2025-10-27
5427;1;PAGO_SERVICIO;-392863;WEB;UBER;2025-12-16
5428;2;TRANSFERENCIA_ENVIADA;-342770;APP_MOVIL;NETFLIX;2025-01-21
5429;6;DEPOSITO;2203449;ATM;JUAN_PEREZ;2025-12-15
5430;26;PAGO_SERVICIO;-231013;APP_MOVIL;MOVISTAR;2025-06-04
5431;20;PAGO_SERVICIO;-509251;APP_MOVIL;AMAZON;2025-08-15
5432;8;GIRO_CAJERO;-20743;WEB;COPEC;2025-09-11
5433;17;TRANSFERENCIA_ENVIADA;-743284;SUCURSAL;NETFLIX;2025-01-08
5434;11;PAGO_SERVICIO;-445786;SUCURSAL;FALABELLA;2025-12-18
5435;8;TRANSFERENCIA_RECIBIDA;1750561;ATM;MARIA_GONZALEZ;2025-10-10
5436;5;TRANSFERENCIA_ENVIADA;-190531;WEB;NETFLIX;2025-02-25
5437;27;DEPOSITO;457472;APP_MOVIL;EMPRESA_X;2025-06-14
5438;23;GIRO_CAJERO;-779416;APP_MOVIL;MOVISTAR;2025-03-11
5439;19;TRANSFERENCIA_ENVIADA;-331372;WEB;SUPERMERCADO_LIDER;2025-08-09
5440;16;DEPOSITO;1499113;WEB;MARIA_GONZALEZ;2025-06-06
5441;15;TRANSFERENCIA_ENVIADA;-761396;ATM;SUPERMERCADO_LIDER;2025-10-14
5442;16;COMPRA_COMERCIO;-500301;APP_MOVIL;MOVISTAR;2025-05-21
5443;3;TRANSFERENCIA_RECIBIDA;890520;SUCURSAL;MARIA_GONZALEZ;2025-02-10
5444;29;TRANSFERENCIA_ENVIADA;-323282;WEB;NETFLIX;2025-05-02
5445;30;COMPRA_COMERCIO;-60557;SUCURSAL;UBER;2025-08-13
5446;22;TRANSFERENCIA_RECIBIDA;2079148;WEB;CLIENTE_123;2025-11-16
5447;25;TRANSFERENCIA_RECIBIDA;1905923;APP_MOVIL;MARIA_GONZALEZ;2025-09-09
5448;17;TRANSFERENCIA_ENVIADA;-148984;ATM;AMAZON;2025-06-23
5449;1;PAGO_SERVICIO;-113871;ATM;NETFLIX;2025-12-24
5450;2;GIRO_CAJERO;-696459;ATM;COPEC;2025-07-24
5451;25;TRANSFERENCIA_ENVIADA;-797691;WEB;AGUAS_ANDINAS;2025-06-25
5452;25;COMPRA_COMERCIO;-743474;APP_MOVIL;UBER;2025-08-08
5453;12;PAGO_SERVICIO;-102120;SUCURSAL;AGUAS_ANDINAS;2025-06-01
5454;19;DEPOSITO;969524;ATM;EMPRESA_Y;2025-11-24
5455;24;TRANSFERENCIA_ENVIADA;-243127;SUCURSAL;UBER;2025-10-25
5456;28;TRANSFERENCIA_RECIBIDA;1131741;WEB;PROVEEDOR_ABC;2025-10-20
5457;23;PAGO_SERVICIO;-347248;ATM;FALABELLA;2025-04-28
5458;10;PAGO_NOMINA;1504252;WEB;EMPRESA_Y;2025-06-11
5459;25;GIRO_CAJERO;-49913;APP_MOVIL;COPEC;2025-07-27
5460;14;GIRO_CAJERO;-708014;ATM;SUPERMERCADO_LIDER;2025-04-23
5461;24;TRANSFERENCIA_ENVIADA;-584425;APP_MOVIL;SUPERMERCADO_LIDER;2025-09-14
5462;10;GIRO_CAJERO;-330166;APP_MOVIL;SUPERMERCADO_LIDER;2025-04-08
5463;8;TRANSFERENCIA_ENVIADA;-107053;APP_MOVIL;AMAZON;2025-02-21
5464;30;PAGO_SERVICIO;-510180;APP_MOVIL;UBER;2025-12-08
5465;30;TRANSFERENCIA_RECIBIDA;840968;SUCURSAL;EMPRESA_X;2025-09-08
5466;24;TRANSFERENCIA_RECIBIDA;301502;SUCURSAL;BANCO_ESTADO;2025-02-17
5467;3;PAGO_SERVICIO;-249840;SUCURSAL;FALABELLA;2025-02-24
5468;30;TRANSFERENCIA_RECIBIDA;1257105;SUCURSAL;BANCO_ESTADO;2025-01-25
5469;24;TRANSFERENCIA_ENVIADA;-498329;WEB;COPEC;2025-08-23
5470;30;TRANSFERENCIA_RECIBIDA;207064;ATM;EMPRESA_Y;2025-02-04
5471;23;GIRO_CAJERO;-536076;WEB;ENEL;2025-02-13
5472;17;PAGO_NOMINA;2357843;SUCURSAL;MARIA_GONZALEZ;2025-05-08
5473;10;TRANSFERENCIA_ENVIADA;-108617;APP_MOVIL;AMAZON;2025-09-02
5474;30;PAGO_NOMINA;1260367;APP_MOVIL;BANCO_CHILE;2025-03-09
5475;10;GIRO_CAJERO;-300459;WEB;SHELL;2025-12-21
5476;28;PAGO_SERVICIO;-217244;ATM;SHELL;2025-04-21
5477;23;COMPRA_COMERCIO;-619919;SUCURSAL;SHELL;2025-03-12
5478;15;GIRO_CAJERO;-658918;SUCURSAL;UBER;2025-10-19
5479;28;COMPRA_COMERCIO;-513928;APP_MOVIL;AMAZON;2025-03-09
5480;20;DEPOSITO;1503534;SUCURSAL;EMPRESA_X;2025-04-08
5481;9;GIRO_CAJERO;-426290;ATM;ENEL;2025-11-08
5482;27;TRANSFERENCIA_RECIBIDA;1551583;WEB;CLIENTE_123;2025-07-07
5483;10;GIRO_CAJERO;-528907;APP_MOVIL;UBER;2025-04-17
5484;7;GIRO_CAJERO;-674207;WEB;ENEL;2025-02-13
5485;28;GIRO_CAJERO;-714022;SUCURSAL;SHELL;2025-06-20
5486;1;GIRO_CAJERO;-503901;WEB;FALABELLA;2025-11-22
5487;30;PAGO_NOMINA;763967;ATM;EMPRESA_X;2025-12-22
5488;1;GIRO_CAJERO;-490754;APP_MOVIL;COPEC;2025-06-19
5489;4;GIRO_CAJERO;-26736;WEB;FALABELLA;2025-06-07
5490;3;TRANSFERENCIA_RECIBIDA;2007370;ATM;MARIA_GONZALEZ;2025-09-06
5491;8;TRANSFERENCIA_ENVIADA;-157463;WEB;ENEL;2025-10-13
5492;17;TRANSFERENCIA_ENVIADA;-579589;ATM;MOVISTAR;2025-12-16
5493;11;PAGO_SERVICIO;-599305;ATM;SHELL;2025-10-17
5494;1;DEPOSITO;341166;APP_MOVIL;BANCO_CHILE;2025-11-18
5495;16;DEPOSITO;581497;SUCURSAL;BANCO_CHILE;2025-10-24
5496;11;PAGO_SERVICIO;-140314;SUCURSAL;ENEL;2025-12-19
5497;24;GIRO_CAJERO;-364238;ATM;NETFLIX;2025-11-25
5498;18;PAGO_NOMINA;114054;SUCURSAL;CLIENTE_123;2025-09-02
5499;3;TRANSFERENCIA_ENVIADA;-277874;APP_MOVIL;SHELL;2025-01-12
5500;4;TRANSFERENCIA_RECIBIDA;2115535;APP_MOVIL;EMPRESA_Y;2025-05-01
5501;6;GIRO_CAJERO;-729235;ATM;FALABELLA;2025-02-18
5502;9;GIRO_CAJERO;-231446;ATM;MOVISTAR;2025-02-12
5503;11;COMPRA_COMERCIO;-786351;ATM;AGUAS_ANDINAS;2025-05-26
5504;19;TRANSFERENCIA_RECIBIDA;190869;ATM;JUAN_PEREZ;2025-05-17
5505;20;PAGO_NOMINA;823681;APP_MOVIL;JUAN_PEREZ;2025-02-25
5506;27;GIRO_CAJERO;-62144;APP_MOVIL;SUPERMERCADO_LIDER;2025-11-06
5507;16;PAGO_SERVICIO;-411698;APP_MOVIL;AGUAS_ANDINAS;2025-12-20
5508;26;PAGO_SERVICIO;-484055;SUCURSAL;NETFLIX;2025-04-26
5509;20;DEPOSITO;272974;WEB;JUAN_PEREZ;2025-02-28
5510;20;TRANSFERENCIA_RECIBIDA;312477;WEB;PROVEEDOR_ABC;2025-05-21
5511;27;PAGO_NOMINA;2019895;ATM;JUAN_PEREZ;2025-12-15
5512;4;DEPOSITO;259943;ATM;EMPRESA_Y;2025-09-06
5513;4;COMPRA_COMERCIO;-298960;ATM;FALABELLA;2025-05-16
5514;3;TRANSFERENCIA_ENVIADA;-436537;SUCURSAL;SUPERMERCADO_LIDER;2025-04-01
5515;27;DEPOSITO;2015569;SUCURSAL;EMPRESA_Y;2025-12-02
5516;25;GIRO_CAJERO;-467882;ATM;AMAZON;2025-01-28
5517;22;DEPOSITO;96112;ATM;MARIA_GONZALEZ;2025-08-21
5518;11;GIRO_CAJERO;-297471;SUCURSAL;AMAZON;2025-11-10
5519;20;TRANSFERENCIA_RECIBIDA;553204;APP_MOVIL;BANCO_CHILE;2025-08-23
5520;1;COMPRA_COMERCIO;-701900;APP_MOVIL;MOVISTAR;2025-04-04
5521;28;PAGO_NOMINA;2029691;WEB;EMPRESA_X;2025-06-17
5522;29;GIRO_CAJERO;-782382;ATM;UBER;2025-02-14
5523;10;GIRO_CAJERO;-785582;APP_MOVIL;UBER;2025-02-16
5524;16;COMPRA_COMERCIO;-341492;SUCURSAL;FALABELLA;2025-05-26
5525;1;COMPRA_COMERCIO;-516551;SUCURSAL;SUPERMERCADO_LIDER;2025-03-08
5526;7;PAGO_SERVICIO;-265973;ATM;SHELL;2025-10-25
5527;12;PAGO_NOMINA;425282;APP_MOVIL;MARIA_GONZALEZ;2025-06-18
5528;21;DEPOSITO;1827425;APP_MOVIL;MARIA_GONZALEZ;2025-10-04
5529;5;PAGO_SERVICIO;-644422;APP_MOVIL;AGUAS_ANDINAS;2025-09-14
5530;13;TRANSFERENCIA_RECIBIDA;2346403;ATM;BANCO_ESTADO;2025-08-21
5531;19;TRANSFERENCIA_RECIBIDA;620219;WEB;BANCO_ESTADO;2025-05-17
5532;28;PAGO_NOMINA;637419;APP_MOVIL;EMPRESA_X;2025-10-23
5533;15;COMPRA_COMERCIO;-440787;ATM;AGUAS_ANDINAS;2025-01-22
5534;9;COMPRA_COMERCIO;-603745;APP_MOVIL;UBER;2025-12-07
5535;25;TRANSFERENCIA_ENVIADA;-524565;ATM;SHELL;2025-06-12
5536;12;TRANSFERENCIA_RECIBIDA;2416762;APP_MOVIL;MARIA_GONZALEZ;2025-12-15
5537;21;COMPRA_COMERCIO;-761097;APP_MOVIL;NETFLIX;2025-08-12
5538;1;PAGO_SERVICIO;-533050;SUCURSAL;AMAZON;2025-10-24
5539;17;DEPOSITO;2096280;WEB;PROVEEDOR_ABC;2025-09-05
5540;2;PAGO_SERVICIO;-324926;APP_MOVIL;MOVISTAR;2025-04-08
5541;24;GIRO_CAJERO;-748998;SUCURSAL;SUPERMERCADO_LIDER;2025-09-18
5542;11;PAGO_NOMINA;615000;WEB;PROVEEDOR_ABC;2025-10-12
5543;30;COMPRA_COMERCIO;-197833;SUCURSAL;NETFLIX;2025-05-01
5544;10;TRANSFERENCIA_RECIBIDA;803996;ATM;BANCO_ESTADO;2025-03-18
5545;18;DEPOSITO;1612992;ATM;BANCO_CHILE;2025-05-04
5546;26;PAGO_NOMINA;2362512;APP_MOVIL;PROVEEDOR_ABC;2025-12-19
5547;8;COMPRA_COMERCIO;-508448;ATM;NETFLIX;2025-08-23
5548;4;COMPRA_COMERCIO;-8549;SUCURSAL;COPEC;2025-06-02
5549;13;DEPOSITO;218382;APP_MOVIL;EMPRESA_Y;2025-02-19
5550;5;DEPOSITO;424973;WEB;MARIA_GONZALEZ;2025-05-11
5551;13;GIRO_CAJERO;-228298;WEB;SHELL;2025-08-13
5552;21;PAGO_NOMINA;1822468;APP_MOVIL;CLIENTE_123;2025-06-26
5553;14;TRANSFERENCIA_ENVIADA;-143057;WEB;ENEL;2025-03-04
5554;29;DEPOSITO;1717272;SUCURSAL;JUAN_PEREZ;2025-01-20
5555;17;TRANSFERENCIA_ENVIADA;-333785;APP_MOVIL;ENEL;2025-11-21
5556;19;PAGO_SERVICIO;-6302;SUCURSAL;UBER;2025-08-19
5557;20;TRANSFERENCIA_RECIBIDA;1993172;WEB;EMPRESA_Y;2025-04-19
5558;2;TRANSFERENCIA_RECIBIDA;2498413;ATM;EMPRESA_X;2025-03-14
5559;26;TRANSFERENCIA_RECIBIDA;63497;SUCURSAL;PROVEEDOR_ABC;2025-07-12
5560;9;TRANSFERENCIA_RECIBIDA;542240;ATM;PROVEEDOR_ABC;2025-05-19
5561;9;TRANSFERENCIA_RECIBIDA;275647;SUCURSAL;EMPRESA_X;2025-11-13
5562;7;COMPRA_COMERCIO;-104830;WEB;FALABELLA;2025-10-22
5563;19;PAGO_SERVICIO;-667022;ATM;MOVISTAR;2025-05-20
5564;17;COMPRA_COMERCIO;-72310;SUCURSAL;SHELL;2025-12-26
5565;30;PAGO_SERVICIO;-455699;ATM;MOVISTAR;2025-10-05
5566;28;TRANSFERENCIA_RECIBIDA;2199681;SUCURSAL;EMPRESA_Y;2025-10-13
5567;4;PAGO_SERVICIO;-229272;APP_MOVIL;FALABELLA;2025-03-26
5568;10;COMPRA_COMERCIO;-745000;ATM;COPEC;2025-05-12
5569;26;GIRO_CAJERO;-187239;SUCURSAL;AGUAS_ANDINAS;2025-06-27
5570;13;COMPRA_COMERCIO;-93520;WEB;SHELL;2025-03-28
5571;3;PAGO_NOMINA;69659;SUCURSAL;JUAN_PEREZ;2025-10-02
5572;15;COMPRA_COMERCIO;-456734;ATM;SUPERMERCADO_LIDER;2025-05-13
5573;19;DEPOSITO;2477513;APP_MOVIL;PROVEEDOR_ABC;2025-11-15
5574;10;COMPRA_COMERCIO;-474860;ATM;COPEC;2025-01-08
5575;18;TRANSFERENCIA_ENVIADA;-49636;ATM;NETFLIX;2025-10-05
5576;23;GIRO_CAJERO;-731163;WEB;SHELL;2025-07-12
5577;11;TRANSFERENCIA_ENVIADA;-5490;WEB;FALABELLA;2025-02-12
5578;10;PAGO_SERVICIO;-372112;WEB;COPEC;2025-10-05
5579;2;GIRO_CAJERO;-401692;ATM;NETFLIX;2025-09-07
5580;7;TRANSFERENCIA_ENVIADA;-186714;ATM;ENEL;2025-08-15
5581;25;TRANSFERENCIA_ENVIADA;-170616;WEB;AMAZON;2025-11-03
5582;10;PAGO_SERVICIO;-482213;ATM;FALABELLA;2025-01-27
5583;2;COMPRA_COMERCIO;-179877;SUCURSAL;MOVISTAR;2025-06-19
5584;9;DEPOSITO;571396;ATM;EMPRESA_Y;2025-12-09
5585;22;TRANSFERENCIA_RECIBIDA;1465271;WEB;MARIA_GONZALEZ;2025-11-06
5586;23;PAGO_SERVICIO;-156164;APP_MOVIL;UBER;2025-08-08
5587;24;PAGO_SERVICIO;-665347;WEB;AGUAS_ANDINAS;2025-09-17
5588;8;PAGO_SERVICIO;-792582;SUCURSAL;UBER;2025-04-07
5589;9;PAGO_NOMINA;1658601;ATM;MARIA_GONZALEZ;2025-12-19
5590;23;TRANSFERENCIA_ENVIADA;-474515;WEB;ENEL;2025-04-15
5591;14;TRANSFERENCIA_ENVIADA;-415596;SUCURSAL;AMAZON;2025-11-15
5592;13;PAGO_SERVICIO;-10559;ATM;NETFLIX;2025-11-12
5593;13;DEPOSITO;1057368;ATM;BANCO_CHILE;2025-11-04
5594;7;DEPOSITO;984331;SUCURSAL;EMPRESA_X;2025-06-08
5595;21;TRANSFERENCIA_ENVIADA;-619539;WEB;AGUAS_ANDINAS;2025-05-20
5596;20;GIRO_CAJERO;-449285;APP_MOVIL;SHELL;2025-04-02
5597;30;TRANSFERENCIA_RECIBIDA;792832;SUCURSAL;BANCO_CHILE;2025-08-28
5598;9;COMPRA_COMERCIO;-99755;ATM;COPEC;2025-07-16
5599;5;GIRO_CAJERO;-379295;ATM;SHELL;2025-09-26
5600;3;TRANSFERENCIA_ENVIADA;-733076;SUCURSAL;ENEL;2025-08-16
5601;7;TRANSFERENCIA_ENVIADA;-100303;APP_MOVIL;MOVISTAR;2025-12-27
5602;22;PAGO_SERVICIO;-585706;ATM;SHELL;2025-02-12
5603;7;COMPRA_COMERCIO;-457363;WEB;AMAZON;2025-12-13
5604;18;TRANSFERENCIA_RECIBIDA;2254023;APP_MOVIL;JUAN_PEREZ;2025-03-05
5605;3;PAGO_NOMINA;327207;ATM;PROVEEDOR_ABC;2025-03-20
5606;12;GIRO_CAJERO;-141528;SUCURSAL;NETFLIX;2025-04-26
5607;3;PAGO_SERVICIO;-484272;APP_MOVIL;NETFLIX;2025-03-17
5608;23;PAGO_NOMINA;295353;ATM;BANCO_CHILE;2025-12-04
5609;8;COMPRA_COMERCIO;-133407;WEB;SHELL;2025-09-24
5610;11;GIRO_CAJERO;-233542;SUCURSAL;AGUAS_ANDINAS;2025-11-26
5611;16;DEPOSITO;2347685;WEB;CLIENTE_123;2025-12-01
5612;22;PAGO_NOMINA;1197783;ATM;JUAN_PEREZ;2025-08-17
5613;24;COMPRA_COMERCIO;-618165;WEB;MOVISTAR;2025-05-22
5614;17;GIRO_CAJERO;-246019;APP_MOVIL;AMAZON;2025-12-28
5615;10;TRANSFERENCIA_RECIBIDA;1862878;ATM;EMPRESA_Y;2025-01-25
5616;25;TRANSFERENCIA_RECIBIDA;1503337;ATM;JUAN_PEREZ;2025-08-24
5617;4;PAGO_NOMINA;1535437;WEB;JUAN_PEREZ;2025-07-04
5618;15;GIRO_CAJERO;-356078;ATM;UBER;2025-02-28
5619;19;COMPRA_COMERCIO;-410632;ATM;AMAZON;2025-08-13
5620;24;COMPRA_COMERCIO;-749796;APP_MOVIL;AGUAS_ANDINAS;2025-03-06
5621;2;TRANSFERENCIA_RECIBIDA;2307420;WEB;JUAN_PEREZ;2025-05-12
5622;8;COMPRA_COMERCIO;-450041;ATM;FALABELLA;2025-03-14
5623;17;PAGO_SERVICIO;-171999;WEB;FALABELLA;2025-11-08
5624;17;GIRO_CAJERO;-75866;WEB;ENEL;2025-09-07
5625;14;TRANSFERENCIA_ENVIADA;-241073;WEB;COPEC;2025-12-07
5626;28;PAGO_SERVICIO;-575764;ATM;UBER;2025-03-12
5627;7;GIRO_CAJERO;-229867;APP_MOVIL;MOVISTAR;2025-08-25
5628;19;TRANSFERENCIA_ENVIADA;-122118;ATM;MOVISTAR;2025-04-06
5629;1;GIRO_CAJERO;-620765;WEB;AMAZON;2025-04-26
5630;18;TRANSFERENCIA_ENVIADA;-76443;WEB;AGUAS_ANDINAS;2025-09-26
5631;12;TRANSFERENCIA_ENVIADA;-37714;SUCURSAL;AGUAS_ANDINAS;2025-12-14
