ID_TRANSACCION;ID_CLIENTE;MONTO;GEOLOCATION;DISPOSITIVO;FECHA
4435;15;259990;-33.4150 -70.5968;Tablet;2025-03-15
4436;16;34990;-33.5095 -70.7612;Desktop;2025-04-16
4437;17;75990;-38.7365 -72.5898;Laptop;2025-05-17
4438;18;129990;-33.0485 -71.6100;Mobile;2025-06-18
4439;19;65990;-33.0238 -71.5525;Mobile;2025-07-19
4440;20;23990;-34.1715 -70.7438;Laptop;2025-08-20
4441;21;55990;-23.6498 -70.3962;Mobile;2025-09-21
4442;22;259990;-29.9035 -71.2508;Mobile;2025-10-22
4443;23;65990;-36.8215 -73.0435;Mobile;2025-11-23
4444;24;18990;-33.4378 -70.6495;Laptop;2025-12-24
4445;25;75990;-33.4165 -70.5990;Laptop;2025-01-25
4446;26;65990;-33.5112 -70.7598;Mobile;2025-02-26
4447;27;129990;-38.7370 -72.5915;Tablet;2025-03-27
4448;28;9990;-33.0478 -71.6135;Mobile;2025-04-28
4449;29;34990;-33.0252 -71.5509;Desktop;2025-05-01
4450;30;9990;-34.1720 -70.7425;Tablet;2025-06-02
4451;1;55990;-33.4372 -70.6506;Tablet;2025-07-03
4452;2;45990;-33.4160 -70.5975;Mobile;2025-08-04
4453;3;18990;-33.5100 -70.7600;Desktop;2025-09-05
4454;4;89990;-38.7359 -72.5904;Desktop;2025-10-06
4455;5;34990;-33.0472 -71.6127;Tablet;2025-11-07
4456;6;259990;-33.0245 -71.5518;Desktop;2025-12-08
4457;7;259990;-34.1708 -70.7444;Mobile;2025-01-09
4458;8;259990;-23.6509 -70.3975;Desktop;2025-02-10
4459;9;89990;-29.9027 -71.2519;Tablet;2025-03-11
4460;10;259990;-36.8201 -73.0444;Laptop;2025-04-12
4461;11;89990;-33.4380 -70.6512;Tablet;2025-05-13
4462;12;259990;-33.4172 -70.5981;Mobile;2025-06-14
4463;13;45990;-33.5120 -70.7585;Laptop;2025-07-15
4464;14;159990;-33.4365 -70.6480;Desktop;2025-08-16
4465;15;75990;-33.4150 -70.5968;Desktop;2025-09-17
4466;16;45990;-33.5095 -70.7612;Desktop;2025-10-18
4467;17;23990;-38.7365 -72.5898;Mobile;2025-11-19
4468;18;9990;-33.0485 -71.6100;Desktop;2025-12-20
4469;19;45990;-33.0238 -71.5525;Mobile;2025-01-21
4470;20;18990;-34.1715 -70.7438;Desktop;2025-02-22
4471;21;9990;-23.6498 -70.3962;Tablet;2025-03-23
4472;22;45990;-29.9035 -71.2508;Desktop;2025-04-24
4473;23;65990;-36.8215 -73.0435;Tablet;2025-05-25
4474;24;34990;-33.4378 -70.6495;Tablet;2025-06-26
4475;25;9990;-33.4165 -70.5990;Tablet;2025-07-27
4476;26;55990;-33.5112 -70.7598;Mobile;2025-08-28
4477;27;89990;-38.7370 -72.5915;Desktop;2025-09-01
4478;28;34990;-33.0478 -71.6135;Desktop;2025-10-02
4479;29;89990;-33.0252 -71.5509;Tablet;2025-11-03
4480;30;259990;-34.1720 -70.7425;Mobile;2025-12-04
4481;1;159990;-33.4372 -70.6506;Mobile;2025-01-05
4482;2;159990;-33.4160 -70.5975;Mobile;2025-02-06
4483;3;18990;-33.5100 -70.7600;Desktop;2025-03-07
4484;4;259990;-38.7359 -72.5904;Laptop;2025-04-08
4485;5;159990;-33.0472 -71.6127;Mobile;2025-05-09
4486;6;34990;-33.0245 -71.5518;Desktop;2025-06-10
4487;7;9990;-34.1708 -70.7444;Tablet;2025-07-11
4488;8;55990;-23.6509 -70.3975;Desktop;2025-08-12
4489;9;129990;-29.9027 -71.2519;Tablet;2025-09-13
4490;10;65990;-36.8201 -73.0444;Laptop;2025-10-14
4491;11;55990;-33.4380 -70.6512;Tablet;2025-11-15
4492;12;55990;-33.4172 -70.5981;Laptop;2025-12-16
4493;13;45990;-33.5120 -70.7585;Tablet;2025-01-17
4494;14;55990;-33.4365 -70.6480;Tablet;2025-02-18
4495;15;55990;-33.4150 -70.5968;Mobile;2025-03-19
4496;16;259990;-33.5095 -70.7612;Laptop;2025-04-20
4497;17;9990;-38.7365 -72.5898;Tablet;2025-05-21
4498;18;18990;-33.0485 -71.6100;Tablet;2025-06-22
4499;19;259990;-33.0238 -71.5525;Tablet;2025-07-23
4500;20;23990;-34.1715 -70.7438;Tablet;2025-08-24
